column,answer,timestamp
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 6:45:55 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 6:46:54 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Podatkovne vede, smer magistrskega programa (Data Science, master’s program specialization)",2025/11/04 6:46:54 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 6:46:54 pop. GMT +1
"Dodatne informacije, ki bi jih želeli deliti (npr. zamenjal bom baterijo in telefon še naprej uporabljal, …)
(Additional information you would like to share — e.g., I will replace the battery and continue using the phone)","Telefona ne vržem stran dokler deluje, ali ga podarim alj pa prodam, rad pa imam najnovejše modele",2025/11/04 6:46:54 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 6:51:19 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 6:51:19 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 6:51:19 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 6:51:19 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 6:56:59 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 6:56:59 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 6:56:59 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 6:56:59 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 6:57:42 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Podatkovne vede, smer magistrskega programa (Data Science, master’s program specialization)",2025/11/04 6:57:42 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 6:57:42 pop. GMT +1
"Dodatne informacije, ki bi jih želeli deliti (npr. zamenjal bom baterijo in telefon še naprej uporabljal, …)
(Additional information you would like to share — e.g., I will replace the battery and continue using the phone)","Telefon je bil kupljen pri operaterju in je bil deležen popusta, zato je cen nižja. Po potrebi pri telefonih zamenjam baterijo, polomljen zaslon itd če je to cenovno smotrno in so deli še dostopni. Prejšnjega sem moral menjati ker je bila škoda prevelika.",2025/11/04 6:57:42 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 6:59:32 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 6:59:32 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 6:59:32 pop. GMT +1
"Dodatne informacije, ki bi jih želeli deliti (npr. zamenjal bom baterijo in telefon še naprej uporabljal, …)
(Additional information you would like to share — e.g., I will replace the battery and continue using the phone)","MA JS SEM MISLU DA JE TO ANKETA KOLK UR VRŽEMO STRAN NA FONU, CLICKBAIT TITLE, ANKETA NE VSEBUJE NOBENEGA VPRAŠANJA O UPORABI TELEFONA
Ampak vseeno vredu anketa :)",2025/11/04 6:59:32 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 7:08:26 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program FIZIKA (University Study Program PHYSICS),2025/11/04 7:08:26 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 7:08:26 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 7:08:26 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 7:08:26 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 7:09:45 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 7:09:45 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 7:09:45 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 7:09:45 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 7:09:45 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 7:09:45 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 7:29:29 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program MATEMATIKA (University Study Program MATHEMATICS),2025/11/04 7:29:29 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 7:29:29 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 7:29:29 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 7:29:29 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),"Fakulteta za elektrotehniko, računalništvo in informatiko (Faculty of Electrical Engineering and Computer Science) UM",2025/11/04 7:45:44 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).1,Računalništvo in informacijske tehnologije Mag (Computer and Information Technologies),2025/11/04 7:45:44 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 7:45:44 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 7:45:44 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 7:45:44 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 7:57:03 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 7:57:03 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 7:57:03 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 7:57:03 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 7:57:03 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 7:57:47 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 7:57:47 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 7:57:47 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),"Primanjkovanje prostora na aplovih telefonih, ampak niman zaenkrat namena",2025/11/04 7:57:47 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Podaril_a družinskemu članu / prijatelju (Give it to a family member/friend),2025/11/04 7:57:47 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 8:13:09 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Univerzitetni študijski program MATEMATIKA (University Study Program MATHEMATICS),2025/11/04 8:13:09 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 8:13:09 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 8:13:09 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 8:13:09 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 8:13:09 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 8:25:56 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, magistrski program (Computer Science and Informatics, master’s program)",2025/11/04 8:25:56 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 8:25:56 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 8:25:56 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za matematiko in fiziko (Faculty of Mathematics and Physics) UL,2025/11/04 8:31:30 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).2,Visokošolski strokovni študijski program APLIKATIVNA FIZIKA (prej Fizikalna merilna tehnika) (Higher Professional Study Program APPLIED PHYSICS (formerly Physical Measurement Technology)),2025/11/04 8:31:30 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 8:31:30 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 8:31:30 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 8:39:08 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, univerzitetni program (Computer Science and Informatics, university program)",2025/11/04 8:39:08 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 8:39:08 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 8:39:08 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 8:42:33 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, univerzitetni program (Computer Science and Informatics, university program)",2025/11/04 8:42:33 pop. GMT +1
Kolikšna je bila cena telefona ob nakupu? (What was the price of the phone when you bought it?),Ne vem / prejel_a sem ga kot darilo (I don’t know / received it as a gift),2025/11/04 8:42:33 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 8:42:33 pop. GMT +1
Zakaj ga imate namen zamenjati? (Why do you plan to replace it?),Počasno delovanje / zastarelost (Slow or outdated performance),2025/11/04 8:42:33 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 8:42:33 pop. GMT +1
Na kateri fakulteti študirate? (At which faculty do you study?),Fakulteta za računalništvo in informatiko (Faculty of Computer and Information Science) UL,2025/11/04 8:46:27 pop. GMT +1
Kateri študijski program obiskujete? (Which study program are you enrolled in?).3,"Računalništvo in informatika, univerzitetni program (Computer Science and Informatics, university program)",2025/11/04 8:46:27 pop. GMT +1
Kdaj imate namen telefon zamenjati? (When do you plan to replace your phone?),"Nimam namena ga zamenjati, dokler deluje (I don’t plan to replace it as long as it works)",2025/11/04 8:46:27 pop. GMT +1
Kam ga boste dali po zamenjavi? (What will you do with it after replacement?),Obdržal_a ga bom kot rezervni telefon (Keep it as a backup phone),2025/11/04 8:46:27 pop. GMT +1
Kam ste prejšnji telefon dali/odvrgli? (What did you do with your previous phone?),Obdržal_a kot rezervni telefon (Kept it as a backup phone),2025/11/04 8:46:27 pop. GMT +1
